Indicator Name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
"Industry, value added (constant 2005 US$)",,,,,,,,,,,,,,183844677.1,177463422.2,162626284.5,182352507.1,234403666.8,258807403.7,266360072,259358807,290038973.2,314536570.5,303825965.8,327763322,420922584.2,467325986.5,477834811.3,521895887.7,548357861.6,563677944.9,634327607,741061771.8,776323296.9,846403203.3,879955461.6,953010758,1013658047,1037081321,1099184654,1189395916,1232214168,1242867751,1281311104,1299670109,1338817001,1398668025,1453845544,1479189681,1470462453,1529274921,1595524796,1643465919,1684840683,1730687941,
"Industry, value added (annual % growth)",,,,,,,,,,,,,,,-3.47100337,-8.360673711,12.12978746,28.54425229,10.41098767,2.918258209,-2.628496431,11.82923633,8.446312227,-3.405201712,7.878640686,28.42272335,11.024213,2.248713986,9.220985023,5.070354933,2.793811201,12.53369281,16.82634708,4.758243709,9.027154889,3.964098687,8.302158411,6.36375707,2.310766825,5.988279943,8.207107096,3.599999934,0.864588573,3.093116972,1.432829577,3.012063721,4.470441038,3.945004671,1.743248226,-0.590000566,3.999589902,4.332110192,3.004724409,2.517530985,2.721162832,
"Industry, value added (constant LCU)",,,,,,,,,,,,,,10975201100,10594251500,9708500700,10886121200,13993483100,15450342900,15901223800,15483260700,17314812200,18777275300,18137871200,19566888900,25128331600,27898532400,28525890600,31156258700,32735991600,33650573400,37868232900,44240073200,46345123700,50528769800,52531780100,56893051700,60513587300,61911915200,65619374000,71004826300,73561000000,74197000000,76492000000,77588000000,79925000000,83498000000,86792000000,88305000000,87784000000,91295000000,95250000000,98112000000,1.00582E+11,1.03319E+11,
"Industry, value added (% of GDP)",,,,,,11.00651722,9.27053902,9.962049178,10.23354536,10.57004103,11.5344887,9.310540886,9.308982851,9.790066163,8.973844224,8.176456553,8.855264988,11.20270624,11.9342234,11.97843923,11.91629401,12.36158019,12.85601131,12.79587867,12.59593639,15.10621379,15.8544682,15.82687339,16.16860996,16.53630888,16.23664934,17.3634976,20.39835458,20.66152548,21.71566296,22.75442381,22.91609554,22.86363931,22.49221361,21.80922079,22.13206279,17.79294097,18.09050714,18.1476131,17.85663642,17.69583489,17.19766068,17.09365415,17.3335699,16.37123871,15.63417527,15.44635806,15.52358877,15.71228477,15.22600076,
Chemicals (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,,,,,,,,,4.530635759,5.881099652,7.61003686,6.187589087,4.992416551,3.584518421,,4.413290969,4.808472326,,5.874054861,,,,,10.40004077,,,,,7.318769644,,1.151331137,,,,,,,
"Food, beverages and tobacco (% of value added in manufacturing)",,,,,,,,,,,,,,,,,,,,,,,,,,,50.0759201,41.35947173,35.6232001,37.99928646,37.17517695,30.55270482,,35.27428965,24.21287845,,34.6932284,,,,,45.42354286,,,,,42.71993532,,29.20716871,,,,,,,
Machinery and transport equipment (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.353896561,,,,,0.527238221,,,,,0.687642212,,0.698294739,,,,,,,
Other manufacturing (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,,,,,,,,,25.79715981,28.91540592,31.46853183,28.22753236,26.81622843,26.47705616,,26.38310356,27.18453218,,25.53938551,,,,,24.38535795,,,,,36.95264702,,48.17056844,,,,,,,
Textiles and clothing (% of value added in manufacturing),,,,,,,,,,,,,,,,,,,,,,,,,,,19.59628433,23.84402269,25.29823121,27.58559209,31.01617807,39.3857206,,33.92931582,43.79411705,,33.53943466,,,,,19.2638202,,,,,12.3210058,,20.77263698,,,,,,,
"Services, etc., value added (current US$)",501246859.3,524609518.6,566084778,490058863.3,489185175.3,170363565.7,178632406.8,189657462.7,162348179.5,167209866.7,182222212.3,195950646.9,212543269.1,223889082.3,242202325,304108022.3,302768848.7,323599992,374862869.9,410416666.7,479833258.3,567333358.3,586642648.3,617012788.4,640421915.9,821359284.2,881110474.4,935092516.5,1078349566,1104296868,1101674339,1315774469,1123550111,1283250000,1344877551,1460200803,1508828338,1643783973,1711073446,1740853569,1907094252,2506693878,2455498485,2623406968,3051412525,3476849499,4069370492,4731434652,5800899159,5867362136,6953378233,7990292458,8217890217,8516357079,8854879832,
"Services, etc., value added (current LCU)",3818999800,3996999900,4312999900,4552000000,4952999900,1298000000,1361000300,1445000200,1508000300,1692999900,1844999900,1984000300,2152000600,2296000500,2546999600,3197999900,3624999900,4044999900,4611000700,4925000000,5757999100,6808000300,7589000000,8511999800,9772998600,14605000000,17223000000,20194000000,23783000000,27964000000,31407000000,41539000000,50447400000,61596000000,65899000000,72718000000,83061000000,93745000000,1.06001E+11,1.18291E+11,1.31723E+11,1.84242E+11,1.86446E+11,2.03985E+11,2.25166E+11,2.52058E+11,2.94316E+11,3.33507E+11,3.77153E+11,4.51074E+11,5.18277E+11,5.77488E+11,6.65811E+11,7.49063E+11,8.69659E+11,
"Services, etc., value added (constant 2005 US$)",,,,,,902989772.2,913704634.9,931859228,937865781.2,985427523.3,1032083373,968754417.5,1017755030,836169279.3,893023149.5,899573234.2,957522960.8,1001491912,1069670386,1089500231,1103610259,1144725375,1177023502,1116076216,1236534766,1286368471,1352486846,1410257547,1504706296,1565935897,1620757562,1775314374,1892005021,2014931023,2162241970,2272656248,2399224674,2517593236,2664120937,2804547200,2978648713,3148920289,3067412267,3203680553,3372644340,3476849499,3656187655,3795327266,4074478138,4330983146,4596631956,4739360722,4987115027,5266522268,5596502424,
"Services, etc., value added (annual % growth)",,,,,,,1.186598448,1.986921425,0.644577319,5.071273847,4.734579489,-6.136030953,5.058104674,-17.84179349,6.799325395,0.733473119,6.441913166,4.591947419,6.807690923,1.853827647,1.295091792,3.725510458,2.821473827,-5.178085678,10.79303973,4.030109504,5.13992506,4.271442742,6.697269494,4.069206176,3.500888161,9.536084603,6.572956793,6.497128733,7.310967264,5.106471866,5.569184783,4.933617224,5.820149946,5.271016824,6.207829659,5.716403387,-2.58844346,4.442450954,5.27405226,3.089716822,5.158064976,3.805592693,7.355119943,6.295407641,6.133683762,3.105072747,5.227589092,5.602582644,6.2656178,
"Services, etc., value added (constant LCU)",0,0,0,0,0,52833551300,53460473400,54522691000,54874131900,57656949400,60386763500,56681413000,59548418200,48923912400,52250408400,52633651100,56024265200,58596870000,62585963800,63746199700,64571771500,66977399600,68867149400,65301149400,72349128400,75264877500,79133435800,82513575200,88039731700,91622249900,94829842400,1.03873E+11,1.107E+11,1.17893E+11,1.26512E+11,1.32972E+11,1.40378E+11,1.47303E+11,1.55877E+11,1.64093E+11,1.74279E+11,1.84242E+11,1.79473E+11,1.87446E+11,1.97332E+11,2.03429E+11,2.13922E+11,2.22063E+11,2.38396E+11,2.53404E+11,2.68947E+11,2.77298E+11,2.91794E+11,3.08142E+11,3.27449E+11,
"Services, etc., value added (% of GDP)",100,100,100,100,100,23.49746603,20.21988203,22.84946517,21.3446604,21.63854706,21.17525422,22.609689,21.24383529,23.51254896,20.49899157,20.06777071,21.85182905,24.88465026,25.02442472,23.70181422,26.30905299,26.73368541,26.13562079,26.90010357,26.41065509,33.18186982,32.67067549,33.44928112,32.93405711,33.08918366,32.13058068,35.42197853,34.73683341,37.11049524,35.21694287,35.48708239,35.57886711,35.704084,37.60207448,36.89905796,37.04840202,44.56447072,43.31953987,44.31325694,44.97033148,45.95531327,48.1602571,49.34564754,49.9370413,49.59429506,47.83734765,46.25521233,47.98700091,49.18813569,50.4268246,
Adjusted savings: education expenditure (current US$),,,,,,,,,,,5195851.852,5296592.83,6144592.83,7776828.798,13397489.28,20485260.71,21871521.72,20824439.16,25780414.96,29752666.8,29376499.25,41141999.56,48155869.66,63971438.99,69050357.98,69868639.31,76970810.41,74893133.01,82448492.67,77700465.44,83725398.05,78681406.4,88774886.41,106365958.3,122363877.5,114570775.1,140410791.8,142865365.6,121576376.1,105958490.1,110285044.2,168845714.3,145029790.6,151722781.1,188528930.3,228279119.9,273367189.9,333793764.9,430700762.7,546328063.1,677248873,798757030.6,798135144.9,814503216.4,,
Adjusted savings: education expenditure (% of GNI),,,,,,,,,,,0.6,0.6,0.6,0.8,1.1,1.3,1.5,1.5,1.6,1.6,1.5,1.8,2,2.6,2.633333333,2.666666667,2.7,2.533333333,2.366666667,2.2,2.3,2,2.6,2.9,3,2.6,3.1,2.9,2.5,2.1,2,2.8,2.4,2.4,2.6,2.8,3,3.2,3.4,4.2,4.2,4.2,4.2,4.2,,
Adjusted savings: carbon dioxide damage (current US$),,,,,,,,,,,303470.2365,280997.9894,400970.3568,673862.9935,749490.442,685676.3699,586976.1757,753575.533,798225.7931,1359988.279,1585786.339,1469739.003,1541052.418,1808249.037,2694266.894,2710588.567,2903625.521,3734491.692,4452886.908,4300418.719,3134765.081,4963120.109,7115769.934,8121954.413,9714046.626,12026812.47,15136227.74,17437044.6,14426481.71,21191279.67,22028109.77,24345325.71,19620130.24,22054786.53,21503256.39,26275007.39,22475587.03,23990666.22,27200311.64,33254256.95,40699922.06,42012610,45313730.45,48229806.26,,
Adjusted savings: carbon dioxide damage (% of GNI),,,,,,,,,,,0.035043752,0.031831556,0.039153484,0.06932008,0.061536865,0.043513202,0.040256196,0.054280612,0.049539981,0.073135671,0.080972191,0.064302422,0.064002683,0.073492914,0.102749689,0.103454658,0.101854052,0.126322827,0.127819184,0.121761448,0.086114367,0.126157382,0.208403554,0.221439906,0.238159663,0.272929221,0.334178772,0.353951632,0.296654707,0.419991709,0.39947592,0.403723081,0.324680277,0.348869743,0.296551126,0.32228099,0.24665272,0.229992708,0.214722303,0.255648371,0.252403037,0.220909432,0.238452935,0.248697835,,
Adjusted savings: net forest depletion (current US$),,,,,,,,,,,65352220.9,60561502.62,58819642.81,100909445.4,115955987.9,265743625.3,162578633.7,231803147.9,229244318,247497761.2,315750063.7,250226056.1,370671994.9,252143053.7,211633225.1,149808282,256892232.3,244665518,262548313.1,247211869.2,307219922.5,307299680.3,312782876.4,270531431.9,235636855.7,293830418.1,286969203.1,255607540.2,293652156.4,332500084.3,301505011.6,299317788,324427410.9,359438552.4,306272530.6,300498490.5,451309719.1,641266378.2,607044022.8,559068208,1036700256,1015396124,751418396.5,809406188.9,,
Adjusted savings: net forest depletion (% of GNI),,,,,,,,,,,7.546661002,6.860429477,5.743551553,10.38052379,9.520558966,16.86415994,11.1500221,16.69695492,14.22750213,13.30961088,16.12258464,10.94761815,15.39467556,10.24788484,8.070933191,5.717711922,9.011325508,8.276049983,7.536394187,6.999521937,8.4395636,7.811240148,9.160647921,7.375866911,5.777118062,6.668010114,6.335727604,5.188534418,6.038429625,6.589846426,5.467740689,4.963642755,5.368729989,5.685715221,4.223800446,3.685820121,4.952785877,6.147665494,4.792073421,4.297942266,6.429159571,5.339125113,3.95416401,4.173717089,,
Adjusted savings: consumption of fixed capital (current US$),,,,,,,,,,,26885850.76,28125195.53,32834243.74,31877483.45,40105844.63,52349447,52054947.53,52715524.19,64266317.57,79466926.57,90916662.76,106995030.4,110309531.9,114740766.8,114543049.7,115567072.8,122094486.2,121644450.9,78484582.56,65434108.57,74171260.05,77285757.84,72977673.99,81591104.3,89060340.06,113263125.6,81079744.58,99249050.42,115872504.1,160149306.4,190269288.2,236365435.8,259933458.2,245441205.3,321083034.4,392864998.4,472951961.4,615531340.5,736627173.1,713635565.7,793296654.2,1007743876,970283161,955631397.8,,
Adjusted savings: consumption of fixed capital (% of GNI),,,,,,,,,,,3.104690225,3.18603258,3.206159755,3.279226973,3.292887807,3.322109593,3.570049779,3.797138817,3.988535804,4.273468438,4.642316057,4.681130156,4.581353537,4.66342478,4.368261653,4.41083244,4.282858802,4.114742298,2.252883459,1.852692105,2.037540604,1.964524057,2.13733816,2.224529409,2.183495861,2.570324991,1.790084686,2.014639763,2.382710108,3.17401223,3.450500286,3.919692146,4.301463148,3.882468331,4.428051908,4.818758702,5.190293263,5.900949919,5.815017305,5.486207974,4.91967736,5.298888292,5.105888774,4.927729921,,
Adjusted savings: mineral depletion (current US$),,,,,,,,,,,0,0,0,0,583940.0888,0,0,7150693.449,8547382.577,14209651.98,13468402.02,4102058.057,2182548.496,7905898.729,2598558.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: mineral depletion (% of GNI),,,,,,,,,,,0,0,0,0,0.047944364,0,0,0.515069822,0.530472925,0.764148079,0.687713089,0.179468781,0.09064517,0.32132053,0.099099696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Adjusted savings: energy depletion (current US$),,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,12896.91586,29358.33975,34829.13094,19092.11267,12334.96209,13899.91039,5984.321063,0,0,0,0,12019.41534,4649.136672,3140.591007,16581.40299,31713.16701,37772.26266,63928.64235,18373.48033,4670.541739,20763.3431,63407.07299,30373.77477,42646.79483,166876.6346,160351.3754,294512.8608,305737.0858,845530.8863,336831.6165,584223.7816,869313.044,577563.4744,463876.4997,,
Adjusted savings: energy depletion (% of GNI),,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0.000658532,0.001284454,0.001446517,0.000775963,0.000470411,0.000530516,0.000209919,0,0,0,0,0.000305521,0.000136162,8.56E-05,0.000406527,0.000719679,0.000833939,0.001297677,0.000377818,9.26E-05,0.00037654,0.001051491,0.000502635,0.000674601,0.002301393,0.00196682,0.003232058,0.002931027,0.006674715,0.002589457,0.003623099,0.004570995,0.003039293,0.002391987,,
Adjusted savings: particulate emission damage (current US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199514964,,,,,,,,,,,,,,,140977510.6,,,,,210333755.8,,,,,
Adjusted savings: particulate emission damage (% of GNI),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.48082694,,,,,,,,,,,,,,,1.729185875,,,,,1.304397555,,,,,
Adjusted savings: natural resources depletion (% of GNI),,,,,,,,,,,7.546661002,6.860429477,5.743551553,10.38052379,9.56850333,16.86415994,11.1500221,17.21202474,14.75797506,14.07375896,16.81095626,11.12837138,15.48676725,10.56998133,8.170503298,5.718242438,9.011535427,8.276049983,7.536394187,6.999521937,8.4395636,7.811545669,9.160784083,7.375952537,5.777524589,6.668729794,6.336561543,5.189832094,6.038807443,6.589938991,5.468117228,4.964694246,5.369232624,5.686389822,4.226101839,3.687786941,4.956017935,6.150596521,4.798748137,4.300531723,6.43278267,5.343696108,3.957203303,4.176109076,,
Adjusted savings: gross savings (% of GNI),,,,,,,,,,,,,,,,,15.26545841,17.36920266,17.3502042,16.39651206,17.1859335,16.82053704,16.31698806,14.42752981,15.76250719,18.62197612,15.51956767,16.81244374,14.85821525,13.22162475,10.2982143,11.67926482,15.05042042,16.59004192,13.95080848,20.98174559,20.34997776,19.080674,20.10377858,20.42254856,21.6516975,18.47902394,25.16470628,25.16135687,27.66264331,30.60070293,29.28239853,30.74502252,36.30319324,36.83267393,37.50020387,39.28986354,39.95354949,42.86544724,,
Adjusted savings: net national savings (current US$),,,,,,,,,,,,,,,,,170530922.7,188420411.8,215293347.4,225433048.4,245658378.9,277466373.6,282569843.2,240239942,298775974.5,372342476.8,320332810.5,375383148.5,439136875.5,401532435.5,300707910.3,382184733.2,440906696.6,526897070.8,479964666.6,811311818.8,840648155.7,840739731.3,861785314.1,870299459.6,1003659919,877957420.2,1260746576,1345205061,1684766409,2101956978,2195330372,2591498915,3862141361,4077489055,5253601158,6464412013,6622176842,7357236376,,
Adjusted savings: net national savings (% of GNI),,,,,,,,,,,,,,,,,11.69540864,13.57206384,13.3616684,12.12304362,12.54361745,12.13940688,11.73563452,9.764105029,11.39424553,14.21114367,11.23670887,12.69770144,12.60533179,11.36893265,8.260673698,9.714740766,12.91308226,14.36551251,11.76731262,18.4114206,18.55989308,17.06603424,17.72106847,17.24853633,18.20119721,14.55933179,20.86324313,21.27888853,23.23459141,25.78194423,24.09210526,24.8440726,30.48817593,31.34646596,32.58052651,33.99097525,34.84766072,37.93771732,,
Adjusted net national income (current US$),,,,,,,,,,,773737236.9,794078773.4,932444918.4,839316670.8,1061307798,1257696213,1243467867,1096626578,1309217917,1518367335,1538285258,1924314139,1924594579,2085631150,2293378325,2354684719,2471778053,2589997913,3142706231,3219193360,3258843515,3549472862,3028653508,3315665990,3754082141,3999443016,4161293661,4571471398,4453512010,4552988323,5022457145,5494457451,5458516699,5716860141,6623590260,7459301870,8187683471,9173951696,11323152765,11734770421,14294392033,16994015224,17280938615,17627432261,,
Adjusted net national income (constant 2005 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6696977025,6624078656,6788985002,7159770815,7459301870,7520540233,7601364159,8176489706,8698856011,9273706971,9672241674,10372654629,10725091278,,
Adjusted net national income (annual % growth),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.088526479,2.489498596,5.461579499,4.183528537,0.82096641,1.074709047,7.566083342,6.388637708,6.608351249,4.297469229,7.241474923,3.397747835,,
Adjusted net national income per capita (current US$),,,,,,,,,,,64.54817012,64.91573755,74.66855959,65.81312852,81.46205064,94.46782895,91.37321037,78.81589134,92.01091753,104.3239107,103.3094018,126.2896895,123.4029942,130.6479788,140.3783988,140.8781575,144.6164277,148.2358892,175.9118032,176.0523354,173.8820706,184.5097183,153.2287462,163.2312845,179.9705822,186.9693225,189.9914257,204.1268577,194.7614541,195.2810625,211.5596659,227.5991417,222.6423951,229.8798958,262.8603893,292.4431181,317.4216592,351.9830341,430.1262698,441.2784495,531.8663455,625.2572589,628.3859999,633.2834307,,
Adjusted net national income per capita (constant 2005 US$),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.4115982,270.1834251,272.9909647,284.1389744,292.4431181,291.5577242,291.6465345,310.5957404,327.1148523,345.0564826,355.8687712,377.1803775,385.3098113,,
Adjusted net national income per capita (annual % growth),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.605577121,1.03912356,4.083655192,2.922564124,-0.302757666,0.030460653,6.49731907,5.318524919,5.484810657,3.133483704,5.988613783,2.155317272,,
"Adjusted net savings, including particulate emission damage (current US$)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-125436343.3,,,,,,,,,,,,,,,1862324738,,,,,4642531873,,,,,
"Adjusted net savings, including particulate emission damage (% of GNI)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.445831209,,,,,,,,,,,,,,,22.84269042,,,,,28.79094325,31.32197215,33.54760692,36.40851285,,
